customer_id,customer_gender,customer_age,customer_tenure_days,rfm_frequency,rfm_recency,rfm_monetary,rfm_max_spend,rfm_unique_cats,rfm_avg_views,rfm_rated_ratio,rfm_device_mode,customer_top_1_cat,customer_top_2_cat,customer_top_3_cat,freq_cat_blouse,freq_cat_dress,freq_cat_jacket,freq_cat_jeans,freq_cat_shirt,freq_cat_shoes,freq_cat_skirt,freq_cat_slacks,freq_cat_suit,freq_cat_t-shirt
CUST_0173,female,23,224,7,20,1277.5842857142857,1500.0,3,4.428571428571429,0.14285714285714285,mobile,dress,skirt,blouse,1,4,0,0,0,0,2,0,0,0
CUST_0174,female,26,236,7,33,1293.8942857142858,1485.13,3,5.142857142857143,0.2857142857142857,mobile,dress,skirt,blouse,1,3,0,0,0,0,3,0,0,0
CUST_0175,unknown,24,208,6,20,1189.865,1331.48,3,4.833333333333333,0.0,desktop,blouse,dress,skirt,2,2,0,0,0,0,2,0,0,0
CUST_0176,unknown,25,336,8,34,1283.6075,1358.17,2,6.375,0.25,mobile,blouse,skirt,unknown,6,0,0,0,0,0,2,0,0,0
CUST_0177,female,27,90,6,27,1262.59,1454.15,2,7.166666666666667,0.16666666666666666,mobile,dress,skirt,unknown,0,5,0,0,0,0,1,0,0,0
CUST_0178,unknown,26,139,7,19,1297.767142857143,1390.9,3,4.857142857142857,0.2857142857142857,mobile,blouse,skirt,dress,4,1,0,0,0,0,2,0,0,0
CUST_0179,female,25,117,8,9,1242.47125,1390.9,2,6.0,0.0,mobile,blouse,dress,unknown,4,4,0,0,0,0,0,0,0,0
CUST_0180,unknown,18,132,8,27,1310.5025,1500.0,2,5.25,0.375,mobile,dress,blouse,unknown,2,6,0,0,0,0,0,0,0,0
CUST_0181,unknown,19,348,6,111,1242.9033333333334,1386.13,3,6.166666666666667,0.5,mobile,skirt,blouse,dress,2,1,0,0,0,0,3,0,0,0
CUST_0182,unknown,21,257,7,23,1279.304285714286,1500.0,3,5.142857142857143,0.14285714285714285,mobile,skirt,blouse,dress,2,2,0,0,0,0,3,0,0,0
CUST_0183,unknown,22,189,9,6,1271.961111111111,1500.0,3,5.222222222222222,0.1111111111111111,mobile,dress,blouse,skirt,2,5,0,0,0,0,2,0,0,0
CUST_0184,unknown,24,217,1,139,1270.91,1270.91,1,5.0,0.0,mobile,dress,unknown,unknown,0,1,0,0,0,0,0,0,0,0
CUST_0185,male,22,108,17,13,1260.29,1500.0,2,5.117647058823529,0.23529411764705882,mobile,dress,blouse,unknown,6,11,0,0,0,0,0,0,0,0
CUST_0186,unknown,20,341,8,42,1211.48,1485.13,3,4.875,0.25,mobile,dress,skirt,blouse,1,5,0,0,0,0,2,0,0,0
CUST_0187,female,30,170,5,39,1204.558,1353.99,3,6.4,0.4,mobile,dress,skirt,blouse,1,2,0,0,0,0,2,0,0,0
CUST_0188,unknown,27,72,10,37,1228.445,1447.81,3,5.2,0.4,mobile,blouse,dress,skirt,6,3,0,0,0,0,1,0,0,0
CUST_0189,female,25,220,10,27,1272.175,1390.9,3,4.1,0.5,mobile,blouse,dress,skirt,4,4,0,0,0,0,2,0,0,0
CUST_0190,unknown,22,378,7,18,1262.212857142857,1314.16,3,3.7142857142857144,0.2857142857142857,mobile,dress,blouse,skirt,2,4,0,0,0,0,1,0,0,0
CUST_0191,male,26,170,9,48,1166.1933333333334,1387.37,3,6.0,0.1111111111111111,mobile,dress,skirt,blouse,2,4,0,0,0,0,3,0,0,0
CUST_0192,female,25,295,10,61,1273.0819999999999,1395.08,3,6.3,0.2,desktop,dress,blouse,skirt,4,5,0,0,0,0,1,0,0,0
CUST_0193,unknown,22,281,7,20,1240.6485714285716,1325.62,2,5.428571428571429,0.14285714285714285,mobile,dress,blouse,unknown,2,5,0,0,0,0,0,0,0,0
CUST_0194,unknown,30,218,6,27,1287.8516666666667,1338.01,3,4.0,0.16666666666666666,mobile,skirt,blouse,dress,2,1,0,0,0,0,3,0,0,0
CUST_0195,male,30,112,6,37,1245.4266666666665,1395.08,3,6.666666666666667,0.16666666666666666,desktop,blouse,dress,skirt,2,2,0,0,0,0,2,0,0,0
CUST_0196,unknown,20,540,8,40,1213.895,1500.0,3,5.75,0.125,mobile,dress,skirt,blouse,1,4,0,0,0,0,3,0,0,0
CUST_0197,female,22,426,4,39,1230.8025,1500.0,2,6.25,0.25,mobile,blouse,skirt,unknown,2,0,0,0,0,0,2,0,0,0
CUST_0198,unknown,22,118,6,34,1230.4066666666668,1329.66,3,5.333333333333333,0.16666666666666666,mobile,dress,skirt,blouse,1,3,0,0,0,0,2,0,0,0
CUST_0199,female,27,407,7,10,1233.8842857142856,1500.0,2,5.571428571428571,0.14285714285714285,mobile,dress,skirt,unknown,0,6,0,0,0,0,1,0,0,0
CUST_0200,unknown,24,229,4,62,1344.2375,1447.81,2,5.5,0.25,mobile,dress,blouse,unknown,1,3,0,0,0,0,0,0,0,0
CUST_0201,unknown,20,298,6,39,1285.28,1386.13,3,5.666666666666667,0.16666666666666666,mobile,skirt,blouse,dress,2,1,0,0,0,0,3,0,0,0
CUST_0202,unknown,20,64,8,48,1231.105,1500.0,3,6.75,0.125,mobile,blouse,dress,skirt,5,2,0,0,0,0,1,0,0,0
CUST_0203,unknown,19,346,6,62,1297.9233333333334,1485.13,2,5.666666666666667,0.0,mobile,dress,skirt,unknown,0,3,0,0,0,0,3,0,0,0
CUST_0204,male,21,173,9,28,1272.9911111111112,1500.0,2,5.444444444444445,0.3333333333333333,mobile,dress,skirt,unknown,0,7,0,0,0,0,2,0,0,0
CUST_0205,female,21,89,9,6,1259.3022222222223,1454.15,3,6.444444444444445,0.4444444444444444,mobile,blouse,dress,skirt,6,2,0,0,0,0,1,0,0,0
CUST_0206,unknown,20,200,8,6,1174.5325,1340.68,2,5.375,0.125,mobile,blouse,dress,unknown,4,4,0,0,0,0,0,0,0,0
CUST_0207,female,26,111,5,29,1245.714,1386.13,3,5.4,0.0,desktop,skirt,blouse,dress,1,1,0,0,0,0,3,0,0,0
CUST_0208,female,26,93,7,55,1258.3714285714286,1500.0,3,6.571428571428571,0.14285714285714285,mobile,dress,blouse,skirt,2,4,0,0,0,0,1,0,0,0
CUST_0209,unknown,21,337,8,41,1269.2425,1500.0,3,5.25,0.125,mobile,dress,blouse,skirt,3,4,0,0,0,0,1,0,0,0
CUST_0210,unknown,21,214,9,19,1234.9677777777777,1362.76,3,5.111111111111111,0.4444444444444444,mobile,dress,blouse,skirt,2,5,0,0,0,0,2,0,0,0
CUST_0211,female,26,399,6,60,1210.8416666666665,1319.54,3,5.833333333333333,0.16666666666666666,mobile,blouse,dress,skirt,2,2,0,0,0,0,2,0,0,0
CUST_0212,male,24,264,9,48,1237.2566666666667,1447.81,3,5.777777777777778,0.2222222222222222,mobile,dress,skirt,blouse,2,4,0,0,0,0,3,0,0,0
CUST_0213,unknown,23,126,6,27,1264.1533333333334,1500.0,3,4.833333333333333,0.16666666666666666,mobile,blouse,dress,skirt,4,1,0,0,0,0,1,0,0,0
CUST_0214,unknown,27,77,7,13,1362.4271428571428,1500.0,2,5.571428571428571,0.14285714285714285,mobile,skirt,dress,unknown,0,3,0,0,0,0,4,0,0,0
CUST_0215,unknown,24,395,6,12,1216.1333333333334,1387.37,3,6.5,0.0,mobile,dress,blouse,skirt,2,3,0,0,0,0,1,0,0,0
CUST_0216,male,27,329,7,27,1283.6028571428574,1500.0,3,4.857142857142857,0.2857142857142857,mobile,dress,blouse,skirt,2,4,0,0,0,0,1,0,0,0
CUST_0217,female,28,53,8,13,1232.93875,1362.76,3,7.125,0.0,mobile,dress,blouse,skirt,1,6,0,0,0,0,1,0,0,0
CUST_0218,female,25,19,7,19,1261.902857142857,1331.48,3,5.285714285714286,0.14285714285714285,mobile,skirt,dress,blouse,1,2,0,0,0,0,4,0,0,0
CUST_0219,female,23,193,6,32,1179.71,1386.13,3,6.833333333333333,0.16666666666666666,mobile,skirt,dress,blouse,1,2,0,0,0,0,3,0,0,0
CUST_0220,unknown,22,442,3,83,1258.7700000000002,1470.94,2,6.333333333333333,0.3333333333333333,mobile,skirt,blouse,unknown,1,0,0,0,0,0,2,0,0,0
CUST_0221,male,23,245,9,41,1198.9533333333334,1329.66,3,4.222222222222222,0.2222222222222222,mobile,blouse,dress,skirt,3,3,0,0,0,0,3,0,0,0
CUST_0222,unknown,23,74,8,41,1297.2350000000001,1485.13,3,5.5,0.25,mobile,dress,blouse,skirt,2,5,0,0,0,0,1,0,0,0
CUST_0223,male,27,182,3,134,1365.1533333333334,1454.15,2,4.0,0.6666666666666666,mobile,dress,skirt,unknown,0,2,0,0,0,0,1,0,0,0
CUST_0224,female,23,186,9,83,1242.8666666666666,1500.0,3,6.333333333333333,0.4444444444444444,mobile,dress,skirt,blouse,1,4,0,0,0,0,4,0,0,0
CUST_0225,unknown,28,153,8,75,1224.72625,1454.15,3,6.125,0.125,mobile,skirt,blouse,dress,1,1,0,0,0,0,6,0,0,0
CUST_0226,female,24,263,5,4,1218.808,1395.08,3,6.6,0.2,mobile,blouse,dress,skirt,2,2,0,0,0,0,1,0,0,0
CUST_0227,unknown,20,305,10,25,1266.565,1485.13,3,5.9,0.1,mobile,dress,blouse,skirt,4,5,0,0,0,0,1,0,0,0
CUST_0228,female,25,103,7,34,1261.0414285714285,1353.99,3,3.2857142857142856,0.2857142857142857,mobile,dress,blouse,skirt,2,4,0,0,0,0,1,0,0,0
CUST_0229,unknown,24,286,8,76,1211.7962499999999,1340.68,3,6.0,0.0,mobile,skirt,blouse,dress,3,1,0,0,0,0,4,0,0,0
CUST_0230,male,22,380,7,48,1267.2,1485.13,3,5.714285714285714,0.2857142857142857,mobile,dress,blouse,skirt,2,4,0,0,0,0,1,0,0,0
CUST_0231,unknown,24,87,3,19,1226.6,1325.62,2,4.333333333333333,0.0,mobile,dress,skirt,unknown,0,2,0,0,0,0,1,0,0,0
CUST_0232,unknown,18,277,7,35,1259.7014285714286,1485.13,2,4.714285714285714,0.14285714285714285,mobile,dress,skirt,unknown,0,6,0,0,0,0,1,0,0,0
CUST_0233,female,25,486,5,40,1206.6399999999999,1331.48,3,5.0,0.2,mobile,skirt,blouse,dress,1,1,0,0,0,0,3,0,0,0
CUST_0234,unknown,18,103,12,13,1230.4383333333333,1447.81,3,5.583333333333333,0.08333333333333333,mobile,dress,blouse,skirt,4,5,0,0,0,0,3,0,0,0
CUST_0235,unknown,22,252,2,52,1269.9,1485.13,2,7.0,0.5,desktop,dress,skirt,unknown,0,1,0,0,0,0,1,0,0,0
CUST_0236,unknown,22,239,7,69,1226.707142857143,1314.16,2,5.142857142857143,0.14285714285714285,mobile,dress,skirt,unknown,0,5,0,0,0,0,2,0,0,0
CUST_0237,male,26,362,9,51,1201.2977777777778,1297.35,3,5.777777777777778,0.2222222222222222,mobile,dress,blouse,skirt,3,4,0,0,0,0,2,0,0,0
CUST_0238,unknown,21,271,8,62,1206.47375,1370.82,3,6.125,0.5,mobile,dress,skirt,blouse,1,5,0,0,0,0,2,0,0,0
CUST_0239,female,18,378,4,71,1261.425,1329.66,3,6.0,0.25,mobile,skirt,blouse,dress,1,1,0,0,0,0,2,0,0,0
CUST_0240,female,29,298,5,75,1301.02,1386.13,3,5.0,0.2,mobile,blouse,dress,skirt,2,2,0,0,0,0,1,0,0,0
CUST_0241,female,51,226,2,193,1109.945,1187.85,2,3.5,0.5,mobile,jacket,jeans,unknown,0,0,1,1,0,0,0,0,0,0
CUST_0242,female,49,282,7,61,1288.4614285714285,1437.07,3,5.428571428571429,0.2857142857142857,desktop,jacket,shoes,jeans,0,0,3,1,0,3,0,0,0,0
CUST_0243,male,44,377,12,61,1286.0941666666665,1500.0,2,4.916666666666667,0.08333333333333333,desktop,jacket,jeans,unknown,0,0,7,5,0,0,0,0,0,0
CUST_0244,male,53,302,4,54,1247.3125,1397.64,3,5.0,0.25,desktop,jacket,jeans,shoes,0,0,2,1,0,1,0,0,0,0
CUST_0245,male,46,325,3,222,1200.14,1215.81,2,7.0,0.3333333333333333,desktop,jeans,shoes,unknown,0,0,0,2,0,1,0,0,0,0
CUST_0246,female,46,175,14,64,1295.9071428571428,1446.99,3,4.5,0.2857142857142857,desktop,jeans,shoes,jacket,0,0,3,6,0,5,0,0,0,0
CUST_0247,female,45,108,9,48,1258.9622222222222,1415.54,3,4.777777777777778,0.2222222222222222,desktop,shoes,jacket,jeans,0,0,2,2,0,5,0,0,0,0
CUST_0248,male,49,458,7,53,1259.7842857142857,1457.47,3,5.428571428571429,0.0,mobile,jacket,shoes,jeans,0,0,3,1,0,3,0,0,0,0
CUST_0249,female,53,501,3,173,1149.1066666666666,1213.29,3,8.333333333333334,0.6666666666666666,desktop,jacket,jeans,shoes,0,0,1,1,0,1,0,0,0,0
CUST_0250,male,40,200,13,68,1221.436153846154,1359.41,3,5.6923076923076925,0.23076923076923078,desktop,shoes,jacket,jeans,0,0,4,3,0,6,0,0,0,0
CUST_0251,male,60,382,12,72,1315.8408333333334,1500.0,3,5.833333333333333,0.3333333333333333,desktop,jacket,shoes,jeans,0,0,7,2,0,3,0,0,0,0
CUST_0252,male,47,481,6,201,1217.47,1264.0,3,5.0,0.3333333333333333,desktop,shoes,jacket,jeans,0,0,2,1,0,3,0,0,0,0
CUST_0253,male,46,117,10,117,1281.987,1387.13,3,4.7,0.5,desktop,shoes,jacket,jeans,0,0,3,1,0,6,0,0,0,0
CUST_0254,female,52,300,13,61,1290.7253846153847,1449.44,3,5.461538461538462,0.3076923076923077,desktop,jeans,shoes,jacket,0,0,3,6,0,4,0,0,0,0
CUST_0255,female,41,186,8,61,1276.165,1397.64,3,5.875,0.125,desktop,shoes,jacket,jeans,0,0,2,2,0,4,0,0,0,0
CUST_0256,male,48,598,8,201,1277.30875,1443.08,3,6.25,0.25,mobile,jacket,shoes,jeans,0,0,3,2,0,3,0,0,0,0
CUST_0257,female,47,241,8,61,1266.63,1386.41,3,6.125,0.25,desktop,jacket,jeans,shoes,0,0,4,2,0,2,0,0,0,0
CUST_0258,unknown,48,132,14,61,1285.3678571428572,1457.47,3,3.9285714285714284,0.5,desktop,jacket,shoes,jeans,0,0,9,2,0,3,0,0,0,0
CUST_0259,female,57,394,5,72,1183.702,1273.3,3,8.2,0.2,desktop,jacket,jeans,shoes,0,0,3,1,0,1,0,0,0,0
CUST_0260,male,51,146,9,54,1299.76,1500.0,3,5.666666666666667,0.2222222222222222,desktop,jacket,jeans,shoes,0,0,3,3,0,3,0,0,0,0
CUST_0261,male,47,308,8,187,1251.49375,1415.54,3,6.25,0.125,desktop,jacket,shoes,jeans,0,0,3,2,0,3,0,0,0,0
CUST_0262,female,54,118,9,47,1276.4122222222222,1500.0,3,4.888888888888889,0.2222222222222222,desktop,jacket,jeans,shoes,0,0,4,3,0,2,0,0,0,0
CUST_0263,unknown,45,50,11,47,1227.0372727272727,1359.41,3,6.2727272727272725,0.18181818181818182,mobile,jacket,jeans,shoes,0,0,5,3,0,3,0,0,0,0
CUST_0264,unknown,52,359,4,40,1268.415,1334.02,3,5.0,0.25,desktop,jacket,jeans,shoes,0,0,2,1,0,1,0,0,0,0
CUST_0265,male,50,149,10,145,1289.6399999999999,1449.44,3,4.7,0.2,desktop,shoes,jacket,jeans,0,0,2,1,0,7,0,0,0,0
CUST_0266,male,42,489,5,201,1256.012,1363.08,3,4.8,0.0,desktop,jacket,shoes,jeans,0,0,2,1,0,2,0,0,0,0
CUST_0267,female,54,201,8,61,1275.57125,1500.0,3,6.625,0.25,desktop,shoes,jacket,jeans,0,0,2,1,0,5,0,0,0,0
CUST_0268,female,53,140,8,55,1294.045,1446.99,3,4.625,0.125,desktop,jacket,shoes,jeans,0,0,3,2,0,3,0,0,0,0
CUST_0269,female,50,140,7,54,1174.672857142857,1210.58,3,5.428571428571429,0.2857142857142857,desktop,shoes,jacket,jeans,0,0,2,1,0,4,0,0,0,0
CUST_0270,male,47,75,8,61,1213.84625,1415.54,3,6.25,0.0,desktop,jacket,jeans,shoes,0,0,4,3,0,1,0,0,0,0
CUST_0271,female,55,160,5,68,1280.3899999999999,1384.48,3,4.2,0.4,desktop,jacket,jeans,shoes,0,0,3,1,0,1,0,0,0,0
CUST_0272,male,53,179,10,68,1272.067,1446.08,3,4.4,0.3,desktop,jacket,jeans,shoes,0,0,4,4,0,2,0,0,0,0
CUST_0273,male,50,422,6,180,1302.055,1446.99,3,5.666666666666667,0.3333333333333333,desktop,shoes,jacket,jeans,0,0,2,1,0,3,0,0,0,0
CUST_0274,male,50,142,9,60,1243.8266666666668,1500.0,3,4.555555555555555,0.3333333333333333,desktop,jacket,jeans,shoes,0,0,4,3,0,2,0,0,0,0
CUST_0275,male,47,171,11,40,1291.8018181818181,1500.0,3,4.454545454545454,0.0,desktop,shoes,jacket,jeans,0,0,3,2,0,6,0,0,0,0
CUST_0276,female,52,397,16,61,1295.270625,1457.47,3,4.875,0.0625,desktop,jacket,jeans,shoes,0,0,8,4,0,4,0,0,0,0
CUST_0277,female,58,313,8,67,1254.91125,1340.91,3,5.375,0.375,desktop,shoes,jeans,jacket,0,0,1,2,0,5,0,0,0,0
CUST_0278,female,50,86,6,82,1236.585,1406.33,3,8.833333333333334,0.16666666666666666,desktop,jacket,jeans,shoes,0,0,4,1,0,1,0,0,0,0
CUST_0279,female,52,465,14,61,1269.175,1437.07,3,5.285714285714286,0.14285714285714285,desktop,shoes,jeans,jacket,0,0,3,5,0,6,0,0,0,0
CUST_0280,female,47,134,8,39,1273.53,1418.87,3,6.375,0.25,desktop,jeans,shoes,jacket,0,0,2,3,0,3,0,0,0,0
CUST_0281,male,50,216,7,40,1337.047142857143,1449.44,3,6.142857142857143,0.14285714285714285,desktop,jacket,jeans,shoes,0,0,4,2,0,1,0,0,0,0
CUST_0282,female,43,35,12,33,1261.0133333333333,1500.0,3,5.0,0.25,mobile,jacket,shoes,jeans,0,0,7,1,0,4,0,0,0,0
CUST_0283,unknown,45,219,8,54,1214.36375,1386.41,3,5.625,0.375,desktop,shoes,jacket,jeans,0,0,3,1,0,4,0,0,0,0
CUST_0284,female,53,338,8,61,1353.50375,1500.0,3,6.625,0.125,desktop,shoes,jeans,jacket,0,0,1,2,0,5,0,0,0,0
CUST_0285,female,45,160,7,54,1259.8485714285714,1500.0,3,6.142857142857143,0.2857142857142857,desktop,jeans,jacket,shoes,0,0,2,3,0,2,0,0,0,0
CUST_0286,male,49,160,7,56,1289.782857142857,1437.07,3,5.857142857142857,0.0,desktop,jacket,jeans,shoes,0,0,3,3,0,1,0,0,0,0
CUST_0287,male,47,184,5,40,1231.78,1299.39,2,6.2,0.4,desktop,jacket,jeans,unknown,0,0,3,2,0,0,0,0,0,0
CUST_0288,male,54,138,17,53,1276.3276470588235,1457.47,3,5.529411764705882,0.17647058823529413,desktop,shoes,jacket,jeans,0,0,6,4,0,7,0,0,0,0
CUST_0289,unknown,57,94,9,63,1350.18,1500.0,3,5.111111111111111,0.5555555555555556,desktop,jacket,jeans,shoes,0,0,4,3,0,2,0,0,0,0
CUST_0290,male,45,288,14,68,1250.6278571428572,1457.47,3,5.142857142857143,0.35714285714285715,desktop,jacket,shoes,jeans,0,0,5,4,0,5,0,0,0,0
CUST_0291,male,48,46,12,46,1310.7975,1500.0,3,5.5,0.3333333333333333,mobile,jacket,jeans,shoes,0,0,6,3,0,3,0,0,0,0
CUST_0292,female,44,159,8,54,1270.30875,1384.48,3,4.875,0.0,desktop,jeans,shoes,jacket,0,0,2,3,0,3,0,0,0,0
CUST_0293,female,51,157,6,52,1253.6183333333333,1359.41,3,4.5,0.0,mobile,jacket,jeans,shoes,0,0,3,2,0,1,0,0,0,0
CUST_0294,male,59,316,9,180,1212.1,1359.41,3,4.222222222222222,0.0,mobile,shoes,jacket,jeans,0,0,2,2,0,5,0,0,0,0
CUST_0295,male,60,319,8,72,1224.59875,1304.74,3,5.125,0.0,mobile,jeans,shoes,jacket,0,0,2,3,0,3,0,0,0,0
CUST_0296,male,45,381,5,208,1274.348,1384.48,3,5.4,0.4,desktop,jeans,shoes,jacket,0,0,1,2,0,2,0,0,0,0
CUST_0297,female,55,109,13,60,1331.8153846153846,1446.08,3,4.6923076923076925,0.0,desktop,jacket,jeans,shoes,0,0,7,3,0,3,0,0,0,0
CUST_0298,male,45,148,9,145,1257.7122222222222,1446.08,3,6.222222222222222,0.0,desktop,shoes,jeans,jacket,0,0,1,3,0,5,0,0,0,0
CUST_0299,unknown,57,340,7,68,1274.7185714285715,1406.33,3,5.285714285714286,0.2857142857142857,mobile,jacket,jeans,shoes,0,0,4,2,0,1,0,0,0,0
CUST_0300,female,52,309,8,54,1281.48,1443.08,3,5.375,0.5,desktop,jeans,jacket,shoes,0,0,3,4,0,1,0,0,0,0
CUST_0301,female,51,100,8,61,1255.925,1437.07,3,4.625,0.125,desktop,jeans,jacket,shoes,0,0,2,4,0,2,0,0,0,0
CUST_0302,unknown,49,182,8,54,1258.68375,1363.08,3,5.625,0.0,mobile,jacket,jeans,shoes,0,0,3,3,0,2,0,0,0,0
CUST_0303,unknown,51,249,12,54,1275.6475,1443.08,3,5.166666666666667,0.08333333333333333,desktop,jeans,jacket,shoes,0,0,4,6,0,2,0,0,0,0
CUST_0304,male,54,159,9,61,1309.1066666666666,1500.0,3,5.444444444444445,0.4444444444444444,desktop,jacket,jeans,shoes,0,0,3,3,0,3,0,0,0,0
CUST_0305,male,50,267,9,54,1278.8144444444445,1443.08,3,5.777777777777778,0.1111111111111111,desktop,jeans,shoes,jacket,0,0,2,4,0,3,0,0,0,0
CUST_0306,female,50,100,11,47,1265.7318181818182,1437.07,3,5.818181818181818,0.18181818181818182,mobile,jacket,shoes,jeans,0,0,5,2,0,4,0,0,0,0
CUST_0307,female,52,150,6,145,1261.8216666666667,1415.54,3,4.833333333333333,0.16666666666666666,desktop,jeans,jacket,shoes,0,0,1,4,0,1,0,0,0,0
CUST_0308,male,52,48,15,47,1267.606,1457.47,3,5.2,0.13333333333333333,mobile,shoes,jacket,jeans,0,0,4,4,0,7,0,0,0,0
CUST_0309,unknown,45,126,9,54,1236.3755555555556,1449.44,3,4.555555555555555,0.2222222222222222,desktop,jacket,shoes,jeans,0,0,5,1,0,3,0,0,0,0
CUST_0310,male,50,241,9,61,1292.7955555555554,1500.0,3,5.555555555555555,0.1111111111111111,mobile,jacket,shoes,jeans,0,0,4,2,0,3,0,0,0,0
CUST_0311,male,51,290,10,47,1208.1309999999999,1321.03,3,5.9,0.2,desktop,jeans,jacket,shoes,0,0,3,4,0,3,0,0,0,0
CUST_0312,male,49,236,8,44,1210.97,1329.55,3,6.375,0.125,desktop,jacket,jeans,shoes,0,0,3,3,0,2,0,0,0,0
CUST_0313,female,50,164,10,68,1315.598,1457.47,3,5.7,0.0,desktop,jacket,jeans,shoes,0,0,5,3,0,2,0,0,0,0
CUST_0314,male,49,130,3,54,1337.1933333333334,1363.08,1,6.666666666666667,0.3333333333333333,desktop,jeans,unknown,unknown,0,0,0,3,0,0,0,0,0,0
CUST_0315,female,51,528,8,54,1229.0425,1384.48,3,6.75,0.125,desktop,jacket,jeans,shoes,0,0,5,2,0,1,0,0,0,0
CUST_0316,female,46,283,8,35,1296.51,1446.08,3,5.0,0.0,desktop,jeans,jacket,shoes,0,0,2,5,0,1,0,0,0,0
CUST_0317,male,48,251,8,54,1268.7825,1500.0,3,5.25,0.25,desktop,shoes,jacket,jeans,0,0,2,1,0,5,0,0,0,0
CUST_0318,female,48,281,8,68,1328.6675,1443.08,3,4.25,0.25,desktop,shoes,jacket,jeans,0,0,3,1,0,4,0,0,0,0
CUST_0319,male,52,504,7,68,1266.1028571428571,1443.08,3,4.285714285714286,0.42857142857142855,desktop,jeans,shoes,jacket,0,0,1,4,0,2,0,0,0,0
CUST_0320,female,53,31,11,26,1236.140909090909,1373.21,3,5.2727272727272725,0.09090909090909091,desktop,jacket,shoes,jeans,0,0,5,2,0,4,0,0,0,0
CUST_0321,unknown,46,53,10,52,1241.228,1446.08,3,4.9,0.2,desktop,jeans,shoes,jacket,0,0,1,6,0,3,0,0,0,0
CUST_0322,female,53,140,8,138,1302.6399999999999,1449.44,3,6.125,0.125,desktop,jeans,jacket,shoes,0,0,2,4,0,2,0,0,0,0
CUST_0323,male,49,162,12,58,1285.7491666666667,1443.08,3,6.0,0.25,desktop,jeans,shoes,jacket,0,0,1,7,0,4,0,0,0,0
CUST_0324,female,56,51,8,47,1294.6475,1446.08,3,4.5,0.125,desktop,shoes,jeans,jacket,0,0,1,3,0,4,0,0,0,0
CUST_0325,female,46,175,10,54,1203.575,1329.55,3,5.1,0.1,desktop,jacket,jeans,shoes,0,0,4,3,0,3,0,0,0,0
CUST_0326,unknown,56,261,11,40,1237.0972727272726,1387.13,3,5.181818181818182,0.2727272727272727,mobile,jeans,jacket,shoes,0,0,3,7,0,1,0,0,0,0
CUST_0327,unknown,50,425,9,187,1279.7311111111112,1437.07,3,5.555555555555555,0.2222222222222222,desktop,shoes,jeans,jacket,0,0,2,3,0,4,0,0,0,0
CUST_0328,male,49,387,7,67,1269.0928571428572,1446.08,2,5.285714285714286,0.14285714285714285,desktop,jacket,jeans,unknown,0,0,5,2,0,0,0,0,0,0
CUST_0329,female,42,240,10,61,1295.899,1457.47,3,4.2,0.1,mobile,jeans,jacket,shoes,0,0,3,4,0,3,0,0,0,0
CUST_0330,female,50,113,10,61,1235.661,1329.55,3,4.1,0.0,desktop,jeans,jacket,shoes,0,0,3,5,0,2,0,0,0,0
CUST_0331,female,56,130,8,60,1330.2675,1437.07,3,5.25,0.25,desktop,jeans,jacket,shoes,0,0,2,4,0,2,0,0,0,0
CUST_0332,male,52,73,14,47,1312.4492857142857,1446.99,3,5.214285714285714,0.14285714285714285,mobile,shoes,jacket,jeans,0,0,4,4,0,6,0,0,0,0
CUST_0333,unknown,53,182,9,47,1256.2677777777778,1386.41,3,5.777777777777778,0.0,desktop,jeans,jacket,shoes,0,0,3,5,0,1,0,0,0,0
CUST_0334,female,49,61,9,54,1242.4077777777777,1500.0,3,5.888888888888889,0.1111111111111111,desktop,jacket,jeans,shoes,0,0,4,3,0,2,0,0,0,0
CUST_0335,female,41,52,8,47,1314.69125,1500.0,3,6.25,0.375,desktop,shoes,jeans,jacket,0,0,1,2,0,5,0,0,0,0
CUST_0336,male,45,135,4,131,1153.09,1207.27,2,5.25,0.25,mobile,jacket,jeans,unknown,0,0,3,1,0,0,0,0,0,0
CUST_0337,male,53,143,10,33,1215.524,1386.41,3,6.1,0.1,desktop,jacket,shoes,jeans,0,0,6,1,0,3,0,0,0,0
CUST_0338,female,49,179,9,53,1277.9422222222222,1446.08,3,4.777777777777778,0.2222222222222222,mobile,jacket,jeans,shoes,0,0,5,2,0,2,0,0,0,0
CUST_0339,male,54,321,6,59,1366.131666666667,1418.87,2,3.8333333333333335,0.0,desktop,jacket,jeans,unknown,0,0,4,2,0,0,0,0,0,0
CUST_0340,female,56,384,7,61,1319.1399999999999,1446.99,3,5.0,0.5714285714285714,desktop,shoes,jacket,jeans,0,0,2,2,0,3,0,0,0,0
CUST_0341,female,53,70,8,45,1262.04,1415.54,3,5.625,0.125,desktop,jacket,jeans,shoes,0,0,3,3,0,2,0,0,0,0
CUST_0342,male,53,430,9,55,1241.7344444444445,1384.48,3,6.222222222222222,0.2222222222222222,desktop,jeans,shoes,jacket,0,0,2,4,0,3,0,0,0,0
CUST_0343,female,47,73,6,68,1195.76,1264.0,2,5.166666666666667,0.0,desktop,shoes,jacket,unknown,0,0,2,0,0,4,0,0,0,0
CUST_0344,male,55,117,7,61,1259.4042857142856,1437.07,3,5.571428571428571,0.42857142857142855,mobile,jeans,jacket,shoes,0,0,2,3,0,2,0,0,0,0
