purchase_id,customer_id,customer_date_of_birth,customer_gender,customer_signup_date,item_id,item_title,item_category,item_price,item_img_filename,item_avg_rating,item_num_ratings,item_release_date,purchase_timestamp,customer_item_views,purchase_item_rating,purchase_device,label
1296,CUST_0108,01/12/2003,,29/10/2025,ITEM_0185,Step Up Your Style With Exclusive Dress,dress,1279.77,ITEM_0185.png,3.88,12,16/11/2025,16/11/2025,5,,mobile,1
1297,CUST_0691,11/04/1960,female,11/06/2025,ITEM_0721,Exclusive Classic Blouse Collection,blouse,2038.59,ITEM_0721.png,3.07,14,05/11/2025,17/11/2025,8,,desktop,1
1298,CUST_0669,27/08/1955,male,18/04/2025,ITEM_0728,Step Up Your Style With Classic Slacks,slacks,2204.13,ITEM_0728.png,3.48,19,14/11/2025,17/11/2025,3,,desktop,1
1299,CUST_0711,04/09/1954,male,15/03/2025,ITEM_0721,Exclusive Classic Blouse Collection,blouse,2038.59,ITEM_0721.png,3.07,14,05/11/2025,17/11/2025,10,,desktop,1
1300,CUST_0663,07/09/1959,female,15/11/2025,ITEM_0698,Modern Shoes Must Have,shoes,2086.32,ITEM_0698.png,3.49,33,02/02/2025,17/11/2025,1,5,desktop,1
1301,CUST_0663,07/09/1959,female,15/11/2025,ITEM_0688,Step Up Your Style With Premium Slacks,slacks,2383.43,ITEM_0688.png,3.54,12,02/09/2025,17/11/2025,5,,desktop,1
1302,CUST_0786,29/10/1965,male,29/08/2025,ITEM_0728,Step Up Your Style With Classic Slacks,slacks,2204.13,ITEM_0728.png,3.48,19,14/11/2025,17/11/2025,5,,desktop,1
1303,CUST_0775,09/10/1954,male,01/02/2025,ITEM_0680,Modern Shoes That Stands Out,shoes,1500,ITEM_0680.png,3.94,13,31/10/2025,17/11/2025,5,,desktop,1
1304,CUST_0782,15/04/1965,male,16/11/2025,ITEM_0709,Elegant Blouse For Every Occasion,blouse,2035.73,ITEM_0709.png,3.75,12,21/07/2025,17/11/2025,4,,desktop,1
1305,CUST_0782,15/04/1965,male,16/11/2025,ITEM_0745,Stylish Suit That Stands Out,suit,2320.15,ITEM_0745.png,3.24,21,15/07/2025,17/11/2025,5,,desktop,1
1306,CUST_0259,21/06/1968,female,15/04/2025,ITEM_0362,Exclusive Modern Jacket Collection,jacket,1078.7,ITEM_0362.png,3.11,15,22/10/2025,18/11/2025,4,,desktop,1
1307,CUST_0391,14/12/1980,male,13/09/2024,ITEM_0358,Stylish Jeans Must Have,jeans,1363.08,ITEM_0358.png,3.95,14,19/10/2025,18/11/2025,6,,mobile,1
1308,CUST_0048,20/04/2002,female,20/09/2025,ITEM_0192,The Exclusive Skirt You Need,skirt,1091.34,ITEM_0192.png,2.9,11,17/10/2025,18/11/2025,3,,desktop,1
1309,CUST_0660,29/05/1960,male,19/11/2025,ITEM_0700,Casual Suit Must Have,suit,2366.2,ITEM_0700.png,3.47,19,14/09/2025,19/11/2025,6,5,desktop,1
1310,CUST_0660,29/05/1960,male,19/11/2025,ITEM_0745,Stylish Suit That Stands Out,suit,2320.15,ITEM_0745.png,3.24,21,15/07/2025,19/11/2025,3,,desktop,1
1311,CUST_0660,29/05/1960,male,19/11/2025,ITEM_0647,Step Up Your Style With Modern Shoes,shoes,2639.64,ITEM_0647.png,3.65,20,28/08/2025,19/11/2025,8,,desktop,1
1312,CUST_0346,01/09/1972,female,02/07/2025,ITEM_0270,Step Up Your Style With Casual Jacket,jacket,1202.29,ITEM_0270.png,3.22,20,23/10/2025,19/11/2025,13,,desktop,1
1313,CUST_0760,13/10/1963,male,25/07/2025,ITEM_0655,Step Up Your Style With Modern Slacks,slacks,2127.77,ITEM_0655.png,3.19,11,03/11/2025,19/11/2025,2,,desktop,1
1314,CUST_0660,29/05/1960,male,19/11/2025,ITEM_0713,Exclusive Casual Blouse Collection,blouse,2013.9,ITEM_0713.png,3.61,27,28/07/2025,19/11/2025,5,,mobile,1
1315,CUST_0660,29/05/1960,male,19/11/2025,ITEM_0680,Modern Shoes That Stands Out,shoes,1500,ITEM_0680.png,3.94,13,31/10/2025,19/11/2025,4,,desktop,1
1316,CUST_0128,14/07/2006,female,15/04/2025,ITEM_0185,Step Up Your Style With Exclusive Dress,dress,1279.77,ITEM_0185.png,3.88,12,16/11/2025,19/11/2025,7,5,mobile,1
1317,CUST_0700,31/01/1958,male,26/08/2025,ITEM_0728,Step Up Your Style With Classic Slacks,slacks,2204.13,ITEM_0728.png,3.48,19,14/11/2025,19/11/2025,6,,desktop,1
1318,CUST_0684,15/01/1963,male,20/11/2025,ITEM_0769,Step Up Your Style With Casual Blouse,blouse,2372.55,ITEM_0769.png,3.72,8,04/08/2025,20/11/2025,9,,desktop,1
1319,CUST_0246,13/12/1979,female,20/11/2025,ITEM_0267,Modern Shoes That Stands Out,shoes,1316.54,ITEM_0267.png,3.73,21,25/09/2025,20/11/2025,4,5,mobile,1
1320,CUST_0684,15/01/1963,male,20/11/2025,ITEM_0721,Exclusive Classic Blouse Collection,blouse,2038.59,ITEM_0721.png,3.07,14,05/11/2025,20/11/2025,6,,desktop,1
1321,CUST_0684,15/01/1963,male,20/11/2025,ITEM_0700,Casual Suit Must Have,suit,2366.2,ITEM_0700.png,3.47,19,14/09/2025,20/11/2025,6,,mobile,1
1322,CUST_0221,10/10/2002,male,11/09/2025,ITEM_0156,Modern Skirt That Stands Out,skirt,1329.66,ITEM_0156.png,3.32,16,10/11/2025,20/11/2025,6,,desktop,1
1323,CUST_0684,15/01/1963,male,20/11/2025,ITEM_0692,Modern Shoes That Stands Out,shoes,2062.71,ITEM_0692.png,3.45,21,14/04/2025,20/11/2025,6,,desktop,1
1324,CUST_0246,13/12/1979,female,20/11/2025,ITEM_0293,Classic Jacket Must Have,jacket,1339.36,ITEM_0293.png,3.36,7,24/10/2025,20/11/2025,1,,mobile,1
1325,CUST_0325,09/03/1980,female,20/11/2025,ITEM_0313,Casual Jeans That Stands Out,jeans,1206.94,ITEM_0313.png,3.27,10,06/09/2025,20/11/2025,5,,desktop,1
1326,CUST_0246,13/12/1979,female,20/11/2025,ITEM_0234,Step Up Your Style With Elegant Jeans,jeans,1443.08,ITEM_0234.png,3.81,13,14/10/2025,20/11/2025,7,,mobile,1
1327,CUST_0246,13/12/1979,female,20/11/2025,ITEM_0266,Step Up Your Style With Casual Jeans,jeans,1213.29,ITEM_0266.png,3.11,9,27/10/2025,20/11/2025,1,,desktop,1
1328,CUST_0684,15/01/1963,male,20/11/2025,ITEM_0716,Exclusive Classic Slacks Collection,slacks,2362.42,ITEM_0716.png,3.66,26,29/08/2025,20/11/2025,9,,desktop,1
1329,CUST_0093,05/06/2005,,03/07/2025,ITEM_0200,Elegant Skirt Must Have,skirt,1217.54,ITEM_0200.png,3.14,16,20/09/2025,20/11/2025,1,,mobile,1
1330,CUST_0227,01/09/2005,,13/07/2025,ITEM_0051,Exclusive Modern Blouse Collection,blouse,1340.68,ITEM_0051.png,3.4,10,14/11/2025,20/11/2025,4,,mobile,1
1331,CUST_0255,16/10/1984,female,09/11/2025,ITEM_0280,Step Up Your Style With Casual Shoes,shoes,1340.91,ITEM_0280.png,3.02,7,28/10/2025,21/11/2025,5,,mobile,1
1332,CUST_0186,02/03/2006,,07/06/2025,ITEM_0080,Step Up Your Style With Premium Dress,dress,1052.56,ITEM_0080.png,3.73,13,23/09/2025,21/11/2025,4,,mobile,1
1333,CUST_0707,27/11/1957,female,14/09/2025,ITEM_0655,Step Up Your Style With Modern Slacks,slacks,2127.77,ITEM_0655.png,3.19,11,03/11/2025,21/11/2025,7,4,desktop,1
1334,CUST_0065,27/01/2008,male,14/08/2025,ITEM_0156,Modern Skirt That Stands Out,skirt,1329.66,ITEM_0156.png,3.32,16,10/11/2025,21/11/2025,3,,desktop,1
1335,CUST_0764,06/01/1951,female,24/07/2025,ITEM_0690,Modern Blouse Must Have,blouse,1772.09,ITEM_0690.png,3.33,12,30/10/2025,21/11/2025,3,,desktop,1
1336,CUST_0229,07/07/2001,,01/08/2025,ITEM_0192,The Exclusive Skirt You Need,skirt,1091.34,ITEM_0192.png,2.9,11,17/10/2025,21/11/2025,9,,mobile,1
1337,CUST_0239,17/09/2007,female,01/05/2025,ITEM_0156,Modern Skirt That Stands Out,skirt,1329.66,ITEM_0156.png,3.32,16,10/11/2025,21/11/2025,4,,mobile,1
1338,CUST_0002,03/03/1999,female,19/07/2025,ITEM_0083,The Premium Dress You Need,dress,1296.13,ITEM_0083.png,3.85,18,18/10/2025,21/11/2025,4,,desktop,1
1339,CUST_0032,02/11/2001,,30/08/2025,ITEM_0067,Modern Blouse That Stands Out,blouse,1213.93,ITEM_0067.png,3.3,10,28/09/2025,21/11/2025,6,,mobile,1
1340,CUST_0153,27/03/2001,female,05/11/2024,ITEM_0156,Modern Skirt That Stands Out,skirt,1329.66,ITEM_0156.png,3.32,16,10/11/2025,21/11/2025,3,,mobile,1
1341,CUST_0181,26/07/2006,,31/05/2025,ITEM_0008,The Elegant Skirt You Need,skirt,1143.79,ITEM_0008.png,3.08,10,06/11/2025,21/11/2025,5,,mobile,1
1342,CUST_0116,14/10/2001,female,04/04/2025,ITEM_0122,Step Up Your Style With Elegant Blouse,blouse,1106.33,ITEM_0122.png,3.26,15,12/11/2025,21/11/2025,10,,mobile,1
1343,CUST_0181,26/07/2006,,31/05/2025,ITEM_0019,Elegant Blouse Must Have,blouse,1255.98,ITEM_0019.png,3.65,9,24/09/2025,21/11/2025,7,5,mobile,1
1344,CUST_0111,25/10/1998,male,14/10/2025,ITEM_0137,Elegant Skirt Must Have,skirt,1015.16,ITEM_0137.png,3.35,21,19/10/2025,21/11/2025,6,,mobile,1
1345,CUST_0141,20/05/2000,male,17/10/2025,ITEM_0185,Step Up Your Style With Exclusive Dress,dress,1279.77,ITEM_0185.png,3.88,12,16/11/2025,21/11/2025,5,,mobile,1
1346,CUST_0399,09/06/1977,female,09/09/2025,ITEM_0399,Exclusive Elegant Jacket Collection,jacket,1387.13,ITEM_0399.png,3.43,20,22/10/2025,22/11/2025,5,,desktop,1
1347,CUST_0398,25/08/1977,female,22/10/2025,ITEM_0280,Step Up Your Style With Casual Shoes,shoes,1340.91,ITEM_0280.png,3.02,7,28/10/2025,22/11/2025,3,,mobile,1
1348,CUST_0204,31/01/2005,male,22/11/2025,ITEM_0046,Stylish Skirt Must Have,skirt,1233.41,ITEM_0046.png,3.55,24,28/05/2025,22/11/2025,7,5,mobile,1
1349,CUST_0246,13/12/1979,female,20/11/2025,ITEM_0364,Modern Jacket Must Have,jacket,1212.5,ITEM_0364.png,3.5,26,06/09/2025,22/11/2025,8,,desktop,1
1350,CUST_0325,09/03/1980,female,20/11/2025,ITEM_0341,Step Up Your Style With Classic Shoes,shoes,1289.17,ITEM_0341.png,3.36,18,15/04/2025,22/11/2025,7,3,mobile,1
1351,CUST_0325,09/03/1980,female,20/11/2025,ITEM_0334,Exclusive Stylish Jacket Collection,jacket,1050.94,ITEM_0334.png,3.76,23,14/10/2025,22/11/2025,5,,desktop,1
1352,CUST_0340,22/06/1969,female,25/04/2025,ITEM_0373,The Stylish Jeans You Need,jeans,1313.9,ITEM_0373.png,3.46,10,25/10/2025,22/11/2025,6,4.5,desktop,1
1353,CUST_0326,09/07/1969,,26/08/2025,ITEM_0373,The Stylish Jeans You Need,jeans,1313.9,ITEM_0373.png,3.46,10,25/10/2025,22/11/2025,7,,mobile,1
1354,CUST_0246,13/12/1979,female,20/11/2025,ITEM_0259,Step Up Your Style With Elegant Shoes,shoes,1107.44,ITEM_0259.png,3.68,20,17/09/2025,22/11/2025,7,5,desktop,1
1355,CUST_0766,12/10/1961,male,06/06/2025,ITEM_0728,Step Up Your Style With Classic Slacks,slacks,2204.13,ITEM_0728.png,3.48,19,14/11/2025,22/11/2025,4,,desktop,1
1356,CUST_0325,09/03/1980,female,20/11/2025,ITEM_0362,Exclusive Modern Jacket Collection,jacket,1078.7,ITEM_0362.png,3.11,15,22/10/2025,22/11/2025,2,,desktop,1
1357,CUST_0246,13/12/1979,female,20/11/2025,ITEM_0373,The Stylish Jeans You Need,jeans,1313.9,ITEM_0373.png,3.46,10,25/10/2025,22/11/2025,4,,desktop,1
1358,CUST_0312,25/03/1977,male,20/09/2025,ITEM_0373,The Stylish Jeans You Need,jeans,1313.9,ITEM_0373.png,3.46,10,25/10/2025,22/11/2025,6,,desktop,1
1359,CUST_0246,13/12/1979,female,20/11/2025,ITEM_0390,Stylish Jeans Must Have,jeans,1200.52,ITEM_0390.png,3.63,33,01/04/2025,22/11/2025,5,5,desktop,1
1360,CUST_0246,13/12/1979,female,20/11/2025,ITEM_0317,Step Up Your Style With Stylish Jeans,jeans,1273.3,ITEM_0317.png,3.59,17,15/10/2025,22/11/2025,4,4.5,mobile,1
1361,CUST_0246,13/12/1979,female,20/11/2025,ITEM_0209,Classic Shoes Must Have,shoes,1446.99,ITEM_0209.png,3.77,17,01/09/2025,22/11/2025,3,,desktop,1
1362,CUST_0246,13/12/1979,female,20/11/2025,ITEM_0341,Step Up Your Style With Classic Shoes,shoes,1289.17,ITEM_0341.png,3.36,18,15/04/2025,22/11/2025,8,,desktop,1
1363,CUST_0366,27/03/1981,female,19/06/2025,ITEM_0224,Premium Jeans For Every Occasion,jeans,1349.11,ITEM_0224.png,3.53,9,25/10/2025,22/11/2025,7,,desktop,1
1364,CUST_0350,17/04/1973,male,27/10/2025,ITEM_0358,Stylish Jeans Must Have,jeans,1363.08,ITEM_0358.png,3.95,14,19/10/2025,22/11/2025,5,3.5,desktop,1
1365,CUST_0325,09/03/1980,female,20/11/2025,ITEM_0295,Premium Jacket That Stands Out,jacket,1329.55,ITEM_0295.png,3.14,21,12/03/2025,22/11/2025,3,,mobile,1
1366,CUST_0249,25/08/1972,female,29/12/2024,ITEM_0265,Casual Jacket For Every Occasion,jacket,1135.97,ITEM_0265.png,3.61,10,22/10/2025,22/11/2025,6,5,mobile,1
1367,CUST_0325,09/03/1980,female,20/11/2025,ITEM_0261,Step Up Your Style With Modern Jacket,jacket,1268.58,ITEM_0261.png,3.56,5,30/10/2025,22/11/2025,3,,desktop,1
1368,CUST_0569,18/08/1989,male,25/10/2025,ITEM_0600,Lightweight Shirt That Stands Out,shirt,614.42,ITEM_0600.png,3.19,16,17/09/2025,22/11/2025,3,,mobile,1
1369,CUST_0064,04/12/2000,female,22/11/2025,ITEM_0033,Exclusive Elegant Skirt Collection,skirt,1500,ITEM_0033.png,3.56,18,19/08/2025,22/11/2025,6,,mobile,1
1370,CUST_0004,11/02/2001,female,25/03/2025,ITEM_0176,Exclusive Elegant Skirt Collection,skirt,1143.11,ITEM_0176.png,3.97,8,22/11/2025,22/11/2025,11,,desktop,1
1371,CUST_0598,31/01/1985,male,11/07/2025,ITEM_0526,Lightweight Jeans Must Have,jeans,268.17,ITEM_0526.png,3.08,20,21/08/2025,22/11/2025,3,4.5,mobile,1
1372,CUST_0161,02/03/2002,,25/04/2025,ITEM_0192,The Exclusive Skirt You Need,skirt,1091.34,ITEM_0192.png,2.9,11,17/10/2025,22/11/2025,9,,desktop,1
1373,CUST_0082,24/12/2004,,14/03/2025,ITEM_0200,Elegant Skirt Must Have,skirt,1217.54,ITEM_0200.png,3.14,16,20/09/2025,22/11/2025,5,,mobile,1
1374,CUST_0204,31/01/2005,male,22/11/2025,ITEM_0079,Step Up Your Style With Elegant Dress,dress,1189.36,ITEM_0079.png,3.79,20,04/04/2025,22/11/2025,6,5,mobile,1
1375,CUST_0064,04/12/2000,female,22/11/2025,ITEM_0001,Elegant Dress Must Have,dress,1197.3,ITEM_0001.png,3.39,14,17/08/2025,22/11/2025,4,,mobile,1
1376,CUST_0227,01/09/2005,,13/07/2025,ITEM_0085,Elegant Dress That Stands Out,dress,1362.76,ITEM_0085.png,3.12,11,15/10/2025,22/11/2025,5,,mobile,1
1377,CUST_0295,02/12/1965,male,29/06/2025,ITEM_0367,Elegant Shoes For Every Occasion,shoes,1098.06,ITEM_0367.png,3.28,12,24/10/2025,23/11/2025,4,,mobile,1
1378,CUST_0257,16/01/1979,female,15/09/2025,ITEM_0305,Elegant Shoes That Stands Out,shoes,1278.84,ITEM_0305.png,3.66,16,24/10/2025,23/11/2025,3,5,desktop,1
1379,CUST_0171,26/02/2002,,25/10/2025,ITEM_0156,Modern Skirt That Stands Out,skirt,1329.66,ITEM_0156.png,3.32,16,10/11/2025,23/11/2025,2,,mobile,1
1380,CUST_0120,25/02/2000,female,04/10/2025,ITEM_0072,Exclusive Skirt For Every Occasion,skirt,1187.61,ITEM_0072.png,2.97,11,20/11/2025,23/11/2025,4,,desktop,1
1381,CUST_0098,07/06/1999,female,31/01/2025,ITEM_0200,Elegant Skirt Must Have,skirt,1217.54,ITEM_0200.png,3.14,16,20/09/2025,23/11/2025,6,,mobile,1
1382,CUST_0495,08/09/1992,male,23/11/2025,ITEM_0516,Exclusive Lightweight Jeans Collection,jeans,296.49,ITEM_0516.png,3.26,16,14/10/2025,23/11/2025,8,4.5,mobile,1
1383,CUST_0162,04/04/1999,,29/08/2025,ITEM_0001,Elegant Dress Must Have,dress,1197.3,ITEM_0001.png,3.39,14,17/08/2025,23/11/2025,9,4,mobile,1
1384,CUST_0124,29/08/1997,female,19/05/2025,ITEM_0051,Exclusive Modern Blouse Collection,blouse,1340.68,ITEM_0051.png,3.4,10,14/11/2025,24/11/2025,2,,mobile,1
1385,CUST_0646,13/09/1959,male,15/06/2025,ITEM_0690,Modern Blouse Must Have,blouse,1772.09,ITEM_0690.png,3.33,12,30/10/2025,24/11/2025,7,,desktop,1
1386,CUST_0275,14/12/1978,male,24/11/2025,ITEM_0279,Exclusive Casual Jacket Collection,jacket,1384.48,ITEM_0279.png,3.29,18,30/09/2025,24/11/2025,3,,desktop,1
1387,CUST_0275,14/12/1978,male,24/11/2025,ITEM_0328,The Premium Jacket You Need,jacket,1184.01,ITEM_0328.png,3.86,27,18/04/2025,24/11/2025,5,,mobile,1
1388,CUST_0242,13/07/1976,female,05/08/2025,ITEM_0385,Step Up Your Style With Classic Shoes,shoes,1303.55,ITEM_0385.png,4.18,9,26/10/2025,24/11/2025,6,4,desktop,1
1389,CUST_0275,14/12/1978,male,24/11/2025,ITEM_0375,Premium Shoes Must Have,shoes,1359.41,ITEM_0375.png,3.36,18,07/03/2025,24/11/2025,3,,desktop,1
1390,CUST_0700,31/01/1958,male,26/08/2025,ITEM_0765,Premium Shoes Must Have,shoes,2049.86,ITEM_0765.png,3.44,19,03/10/2025,24/11/2025,7,,desktop,1
1391,CUST_0275,14/12/1978,male,24/11/2025,ITEM_0258,Exclusive Modern Shoes Collection,shoes,1196.05,ITEM_0258.png,3.48,27,09/04/2025,24/11/2025,3,,mobile,1
1392,CUST_0776,07/02/1966,male,16/05/2025,ITEM_0728,Step Up Your Style With Classic Slacks,slacks,2204.13,ITEM_0728.png,3.48,19,14/11/2025,24/11/2025,5,,desktop,1
1393,CUST_0799,28/09/1960,female,28/07/2025,ITEM_0680,Modern Shoes That Stands Out,shoes,1500,ITEM_0680.png,3.94,13,31/10/2025,24/11/2025,5,,mobile,1
1394,CUST_0065,27/01/2008,male,14/08/2025,ITEM_0051,Exclusive Modern Blouse Collection,blouse,1340.68,ITEM_0051.png,3.4,10,14/11/2025,25/11/2025,9,,mobile,1
1395,CUST_0714,18/02/1959,female,09/08/2025,ITEM_0721,Exclusive Classic Blouse Collection,blouse,2038.59,ITEM_0721.png,3.07,14,05/11/2025,25/11/2025,7,4.5,mobile,1
1396,CUST_0724,10/07/1967,,09/11/2024,ITEM_0728,Step Up Your Style With Classic Slacks,slacks,2204.13,ITEM_0728.png,3.48,19,14/11/2025,25/11/2025,4,,desktop,1
1397,CUST_0088,01/05/1997,female,27/02/2025,ITEM_0176,Exclusive Elegant Skirt Collection,skirt,1143.11,ITEM_0176.png,3.97,8,22/11/2025,25/11/2025,8,,mobile,1
1398,CUST_0670,11/06/1967,,27/09/2025,ITEM_0723,Premium Slacks For Every Occasion,slacks,2342.35,ITEM_0723.png,3.93,13,25/11/2025,25/11/2025,4,,desktop,1
1399,CUST_0210,03/06/2004,,12/10/2025,ITEM_0122,Step Up Your Style With Elegant Blouse,blouse,1106.33,ITEM_0122.png,3.26,15,12/11/2025,25/11/2025,5,,mobile,1
1400,CUST_0109,22/05/2000,female,25/11/2025,ITEM_0156,Modern Skirt That Stands Out,skirt,1329.66,ITEM_0156.png,3.32,16,10/11/2025,25/11/2025,5,,desktop,1
1401,CUST_0204,31/01/2005,male,22/11/2025,ITEM_0121,Stylish Dress Must Have,dress,1274.94,ITEM_0121.png,3.72,21,26/08/2025,25/11/2025,5,,desktop,1
1402,CUST_0706,20/02/1955,male,19/04/2025,ITEM_0728,Step Up Your Style With Classic Slacks,slacks,2204.13,ITEM_0728.png,3.48,19,14/11/2025,26/11/2025,1,,desktop,1
1403,CUST_0131,10/08/2004,,26/11/2025,ITEM_0017,The Premium Dress You Need,dress,1390.9,ITEM_0017.png,3.57,25,07/05/2025,26/11/2025,10,,mobile,1
1404,CUST_0131,10/08/2004,,26/11/2025,ITEM_0066,Exclusive Elegant Dress Collection,dress,1333.37,ITEM_0066.png,3.38,13,31/08/2025,26/11/2025,4,,mobile,1
1405,CUST_0743,26/10/1962,male,19/07/2025,ITEM_0721,Exclusive Classic Blouse Collection,blouse,2038.59,ITEM_0721.png,3.07,14,05/11/2025,27/11/2025,11,,mobile,1
1406,CUST_0721,15/07/1960,male,25/01/2025,ITEM_0655,Step Up Your Style With Modern Slacks,slacks,2127.77,ITEM_0655.png,3.19,11,03/11/2025,27/11/2025,4,,desktop,1
1407,CUST_0796,08/11/1962,,08/01/2025,ITEM_0747,Step Up Your Style With Elegant Shoes,shoes,1862.05,ITEM_0747.png,3.49,4,27/11/2025,27/11/2025,6,5,desktop,1
1408,CUST_0708,23/01/1951,male,18/01/2025,ITEM_0690,Modern Blouse Must Have,blouse,1772.09,ITEM_0690.png,3.33,12,30/10/2025,27/11/2025,4,5,mobile,1
1409,CUST_0558,13/07/1989,male,22/11/2025,ITEM_0577,Durable Shirt Must Have,shirt,680.62,ITEM_0577.png,3.37,14,20/10/2025,27/11/2025,9,,mobile,1
1410,CUST_0098,07/06/1999,female,31/01/2025,ITEM_0122,Step Up Your Style With Elegant Blouse,blouse,1106.33,ITEM_0122.png,3.26,15,12/11/2025,27/11/2025,13,,mobile,1
1411,CUST_0672,02/06/1960,female,28/11/2025,ITEM_0680,Modern Shoes That Stands Out,shoes,1500,ITEM_0680.png,3.94,13,31/10/2025,28/11/2025,7,5,desktop,1
1412,CUST_0187,22/01/1996,female,25/11/2025,ITEM_0046,Stylish Skirt Must Have,skirt,1233.41,ITEM_0046.png,3.55,24,28/05/2025,28/11/2025,9,4,mobile,1
1413,CUST_0109,22/05/2000,female,25/11/2025,ITEM_0053,The Premium Skirt You Need,skirt,1273.88,ITEM_0053.png,3.26,24,07/06/2025,28/11/2025,3,,mobile,1
1414,CUST_0134,27/04/2002,female,20/06/2025,ITEM_0052,The Modern Blouse You Need,blouse,1160.33,ITEM_0052.png,3.25,13,19/11/2025,28/11/2025,8,,desktop,1
1415,CUST_0138,03/09/1998,female,04/06/2025,ITEM_0008,The Elegant Skirt You Need,skirt,1143.79,ITEM_0008.png,3.08,10,06/11/2025,28/11/2025,13,,mobile,1
1416,CUST_0752,12/02/1957,male,31/10/2024,ITEM_0723,Premium Slacks For Every Occasion,slacks,2342.35,ITEM_0723.png,3.93,13,25/11/2025,28/11/2025,5,5,desktop,1
1417,CUST_0136,20/11/1999,female,06/04/2025,ITEM_0176,Exclusive Elegant Skirt Collection,skirt,1143.11,ITEM_0176.png,3.97,8,22/11/2025,28/11/2025,6,,mobile,1
1418,CUST_0653,17/01/1958,male,28/11/2025,ITEM_0647,Step Up Your Style With Modern Shoes,shoes,2639.64,ITEM_0647.png,3.65,20,28/08/2025,28/11/2025,6,,desktop,1
1419,CUST_0653,17/01/1958,male,28/11/2025,ITEM_0651,Exclusive Casual Slacks Collection,slacks,2534.45,ITEM_0651.png,3.51,24,09/03/2025,28/11/2025,2,3.5,desktop,1
1420,CUST_0654,05/04/1963,female,14/05/2025,ITEM_0723,Premium Slacks For Every Occasion,slacks,2342.35,ITEM_0723.png,3.93,13,25/11/2025,28/11/2025,3,,desktop,1
1421,CUST_0672,02/06/1960,female,28/11/2025,ITEM_0665,The Premium Shoes You Need,shoes,2120.92,ITEM_0665.png,3.5,19,27/07/2025,28/11/2025,4,,desktop,1
1422,CUST_0653,17/01/1958,male,28/11/2025,ITEM_0752,Stylish Blouse For Every Occasion,blouse,2356.83,ITEM_0752.png,3.73,19,03/02/2025,28/11/2025,12,,desktop,1
1423,CUST_0672,02/06/1960,female,28/11/2025,ITEM_0611,Elegant Blouse For Every Occasion,blouse,1947.82,ITEM_0611.png,3.15,19,09/07/2025,28/11/2025,7,,mobile,1
1424,CUST_0711,04/09/1954,male,15/03/2025,ITEM_0723,Premium Slacks For Every Occasion,slacks,2342.35,ITEM_0723.png,3.93,13,25/11/2025,28/11/2025,4,5,desktop,1
1425,CUST_0653,17/01/1958,male,28/11/2025,ITEM_0669,Step Up Your Style With Stylish Suit,suit,2573.69,ITEM_0669.png,3.68,13,03/10/2025,28/11/2025,2,,desktop,1
1426,CUST_0191,20/09/1999,male,25/11/2025,ITEM_0095,Modern Blouse That Stands Out,blouse,1035.35,ITEM_0095.png,3.58,16,29/10/2025,28/11/2025,7,,mobile,1
1427,CUST_0052,20/02/2002,,17/07/2025,ITEM_0176,Exclusive Elegant Skirt Collection,skirt,1143.11,ITEM_0176.png,3.97,8,22/11/2025,28/11/2025,6,,mobile,1
1428,CUST_0034,06/07/2006,female,15/12/2024,ITEM_0185,Step Up Your Style With Exclusive Dress,dress,1279.77,ITEM_0185.png,3.88,12,16/11/2025,28/11/2025,4,4.5,mobile,1
1429,CUST_0109,22/05/2000,female,25/11/2025,ITEM_0192,The Exclusive Skirt You Need,skirt,1091.34,ITEM_0192.png,2.9,11,17/10/2025,28/11/2025,5,5,mobile,1
1430,CUST_0131,10/08/2004,,26/11/2025,ITEM_0061,Modern Skirt Must Have,skirt,1211.16,ITEM_0061.png,3.77,24,29/04/2025,28/11/2025,9,,mobile,1
1431,CUST_0109,22/05/2000,female,25/11/2025,ITEM_0016,Modern Skirt For Every Occasion,skirt,1200.35,ITEM_0016.png,3.4,29,02/07/2025,28/11/2025,4,5,mobile,1
1432,CUST_0157,01/05/2001,male,13/07/2025,ITEM_0137,Elegant Skirt Must Have,skirt,1015.16,ITEM_0137.png,3.35,21,19/10/2025,28/11/2025,10,5,mobile,1
1433,CUST_0131,10/08/2004,,26/11/2025,ITEM_0083,The Premium Dress You Need,dress,1296.13,ITEM_0083.png,3.85,18,18/10/2025,28/11/2025,6,,mobile,1
1434,CUST_0109,22/05/2000,female,25/11/2025,ITEM_0121,Stylish Dress Must Have,dress,1274.94,ITEM_0121.png,3.72,21,26/08/2025,28/11/2025,2,4.5,mobile,1
1435,CUST_0189,25/07/2000,female,06/10/2025,ITEM_0176,Exclusive Elegant Skirt Collection,skirt,1143.11,ITEM_0176.png,3.97,8,22/11/2025,28/11/2025,8,,mobile,1
1436,CUST_0131,10/08/2004,,26/11/2025,ITEM_0129,Premium Dress Must Have,dress,1270.91,ITEM_0129.png,3.86,23,28/08/2025,28/11/2025,9,,desktop,1
1437,CUST_0191,20/09/1999,male,25/11/2025,ITEM_0121,Stylish Dress Must Have,dress,1274.94,ITEM_0121.png,3.72,21,26/08/2025,28/11/2025,4,,mobile,1
1438,CUST_0061,17/07/2002,,26/11/2025,ITEM_0046,Stylish Skirt Must Have,skirt,1233.41,ITEM_0046.png,3.55,24,28/05/2025,28/11/2025,5,,mobile,1
